pm10,so2,co,o3,no2,kategori
57.0,2.0,33.0,45.0,28.0,2.0
69.0,3.0,25.0,46.0,18.0,2.0
66.0,3.0,29.0,72.0,21.0,2.0
73.0,3.0,30.0,63.0,28.0,2.0
39.0,1.0,34.0,91.0,28.0,2.0
32.0,4.0,31.0,69.0,24.0,2.0
66.0,2.0,36.0,37.0,16.0,2.0
59.0,3.0,45.0,83.0,24.0,2.0
63.0,2.0,30.0,78.0,24.0,2.0
77.0,2.0,24.0,68.0,25.0,2.0
59.0,2.0,14.0,74.0,16.0,2.0
67.0,3.0,13.0,48.0,18.0,2.0
58.0,3.0,10.0,51.0,17.0,2.0
70.0,3.0,6.0,61.0,19.0,2.0
56.0,3.0,15.0,50.0,22.0,2.0
52.0,2.0,9.0,48.0,11.0,2.0
65.0,11.0,16.0,48.0,12.0,2.0
45.0,12.0,17.0,64.0,17.0,2.0
69.0,18.0,13.0,42.0,12.0,2.0
76.0,24.0,14.0,50.0,12.0,2.0
68.0,17.0,11.0,52.0,11.0,2.0
70.0,18.0,16.0,53.0,15.0,2.0
65.0,12.0,20.0,51.0,15.0,2.0
48.0,10.0,19.0,59.0,14.0,2.0
63.0,18.0,18.0,55.0,17.0,2.0
60.0,13.0,22.0,62.0,14.0,2.0
66.0,48.0,29.0,69.0,19.0,2.0
52.0,11.0,16.0,54.0,15.0,2.0
57.0,16.0,19.0,30.0,19.0,2.0
68.0,17.0,32.0,35.0,19.0,2.0
69.0,19.0,27.0,37.0,16.0,2.0
56.0,14.0,21.0,60.0,12.0,2.0
78.0,27.0,30.0,49.0,17.0,2.0
68.0,27.0,21.0,61.0,18.0,2.0
77.0,18.0,31.0,63.0,15.0,2.0
54.0,14.0,24.0,136.0,16.0,1.0
79.0,19.0,17.0,90.0,15.0,2.0
67.0,36.0,17.0,44.0,12.0,2.0
63.0,39.0,46.0,55.0,18.0,2.0
60.0,22.0,18.0,95.0,14.0,2.0
61.0,13.0,16.0,89.0,15.0,2.0
59.0,17.0,26.0,77.0,17.0,2.0
68.0,20.0,27.0,60.0,23.0,2.0
47.0,23.0,18.0,78.0,25.0,2.0
69.0,22.0,49.0,85.0,22.0,2.0
51.0,18.0,21.0,69.0,20.0,2.0
33.0,13.0,17.0,34.0,24.0,3.0
38.0,4.0,8.0,69.0,9.0,2.0
22.0,4.0,7.0,71.0,5.0,2.0
39.0,5.0,10.0,72.0,10.0,2.0
45.0,5.0,12.0,94.0,9.0,2.0
42.0,4.0,10.0,69.0,8.0,2.0
48.0,4.0,19.0,85.0,9.0,2.0
51.0,3.0,26.0,70.0,9.0,2.0
28.0,3.0,6.0,41.0,5.0,3.0
34.0,5.0,9.0,71.0,7.0,2.0
32.0,4.0,8.0,87.0,9.0,2.0
28.0,4.0,12.0,110.0,8.0,1.0
34.0,3.0,9.0,69.0,9.0,2.0
38.0,4.0,16.0,46.0,7.0,3.0
48.0,4.0,14.0,87.0,10.0,2.0
42.0,4.0,20.0,56.0,12.0,2.0
52.0,4.0,16.0,55.0,12.0,2.0
43.0,6.0,11.0,66.0,10.0,2.0
26.0,4.0,14.0,60.0,8.0,2.0
36.0,4.0,18.0,70.0,13.0,2.0
20.0,6.0,6.0,89.0,12.0,2.0
40.0,4.0,16.0,93.0,10.0,2.0
46.0,4.0,13.0,54.0,9.0,2.0
35.0,5.0,12.0,104.0,9.0,1.0
24.0,8.0,7.0,100.0,9.0,2.0
35.0,4.0,7.0,73.0,12.0,2.0
30.0,7.0,52.0,94.0,5.0,2.0
50.0,4.0,19.0,90.0,10.0,2.0
37.0,6.0,6.0,38.0,13.0,3.0
24.0,4.0,34.0,56.0,9.0,2.0
26.0,7.0,10.0,35.0,15.0,3.0
17.0,3.0,6.0,30.0,4.0,3.0
71.0,2.0,17.0,74.0,11.0,2.0
48.0,2.0,14.0,75.0,11.0,2.0
66.0,3.0,17.0,64.0,10.0,2.0
78.0,2.0,21.0,87.0,11.0,2.0
76.0,2.0,20.0,68.0,11.0,2.0
89.0,2.0,30.0,113.0,13.0,1.0
89.0,2.0,32.0,79.0,11.0,2.0
52.0,2.0,21.0,71.0,15.0,2.0
66.0,3.0,17.0,77.0,10.0,2.0
74.0,2.0,25.0,83.0,11.0,2.0
68.0,4.0,30.0,81.0,15.0,2.0
57.0,3.0,20.0,110.0,15.0,1.0
69.0,2.0,24.0,47.0,14.0,2.0
90.0,2.0,43.0,78.0,27.0,2.0
82.0,30.0,40.0,52.0,13.0,2.0
69.0,3.0,35.0,64.0,14.0,2.0
87.0,8.0,20.0,77.0,9.0,2.0
61.0,28.0,29.0,135.0,15.0,1.0
72.0,37.0,27.0,133.0,11.0,1.0
48.0,20.0,18.0,107.0,7.0,1.0
81.0,9.0,32.0,105.0,11.0,1.0
70.0,47.0,23.0,58.0,9.0,2.0
68.0,1.0,53.0,107.0,10.0,1.0
59.0,2.0,20.0,111.0,16.0,1.0
65.0,4.0,19.0,99.0,13.0,2.0
63.0,1.0,20.0,103.0,15.0,1.0
88.0,1.0,32.0,83.0,15.0,2.0
70.0,2.0,31.0,64.0,14.0,2.0
79.0,2.0,63.0,120.0,14.0,1.0
59.0,1.0,20.0,75.0,11.0,2.0
37.0,1.0,20.0,60.0,8.0,2.0
70.0,5.0,18.0,64.0,9.0,2.0
57.0,4.0,21.0,83.0,12.0,2.0
64.0,6.0,19.0,60.0,13.0,2.0
69.0,6.0,19.0,65.0,12.0,2.0
67.0,5.0,19.0,53.0,13.0,2.0
83.0,5.0,36.0,91.0,11.0,2.0
81.0,4.0,27.0,69.0,14.0,2.0
58.0,3.0,20.0,53.0,10.0,2.0
67.0,4.0,21.0,69.0,17.0,2.0
67.0,4.0,15.0,117.0,13.0,1.0
13.0,5.0,26.0,96.0,13.0,2.0
47.0,3.0,20.0,60.0,16.0,2.0
49.0,4.0,37.0,43.0,15.0,3.0
59.0,6.0,54.0,93.0,14.0,2.0
76.0,4.0,34.0,45.0,18.0,2.0
59.0,4.0,19.0,48.0,19.0,2.0
61.0,7.0,20.0,74.0,14.0,2.0
66.0,5.0,36.0,65.0,8.0,2.0
71.0,6.0,31.0,99.0,15.0,2.0
49.0,4.0,20.0,154.0,13.0,1.0
76.0,7.0,31.0,127.0,16.0,1.0
88.0,4.0,62.0,55.0,14.0,2.0
60.0,5.0,35.0,149.0,13.0,1.0
61.0,6.0,21.0,119.0,13.0,1.0
69.0,5.0,22.0,76.0,15.0,2.0
62.0,5.0,21.0,103.0,10.0,1.0
61.0,6.0,16.0,82.0,11.0,2.0
62.0,8.0,33.0,66.0,9.0,2.0
70.0,6.0,67.0,58.0,13.0,2.0
47.0,6.0,16.0,75.0,18.0,2.0
39.0,5.0,10.0,43.0,7.0,3.0
50.0,2.0,20.0,24.0,11.0,3.0
56.0,3.0,33.0,4.0,14.0,2.0
53.0,3.0,28.0,4.0,13.0,2.0
47.0,2.0,31.0,3.0,11.0,3.0
55.0,2.0,42.0,4.0,18.0,2.0
39.0,1.0,32.0,3.0,14.0,3.0
67.0,2.0,53.0,6.0,29.0,2.0
86.0,4.0,46.0,6.0,21.0,2.0
60.0,2.0,42.0,5.0,17.0,2.0
66.0,2.0,35.0,5.0,19.0,2.0
37.0,1.0,33.0,3.0,9.0,3.0
66.0,2.0,58.0,4.0,25.0,2.0
56.0,4.0,51.0,41.0,13.0,2.0
60.0,4.0,26.0,44.0,13.0,2.0
83.0,2.0,71.0,94.0,21.0,2.0
71.0,3.0,53.0,69.0,19.0,2.0
62.0,4.0,54.0,31.0,21.0,2.0
54.0,5.0,33.0,35.0,15.0,2.0
58.0,4.0,40.0,49.0,17.0,2.0
71.0,4.0,53.0,66.0,30.0,2.0
77.0,4.0,48.0,46.0,16.0,2.0
61.0,5.0,34.0,63.0,11.0,2.0
67.0,5.0,36.0,100.0,18.0,2.0
77.0,5.0,36.0,104.0,21.0,1.0
85.0,10.0,34.0,93.0,18.0,2.0
83.0,6.0,58.0,74.0,26.0,2.0
58.0,11.0,38.0,46.0,19.0,2.0
63.0,11.0,33.0,47.0,13.0,2.0
62.0,8.0,35.0,39.0,12.0,2.0
36.0,12.0,14.0,24.0,16.0,3.0
44.0,16.0,18.0,48.0,27.0,3.0
42.0,12.0,21.0,25.0,17.0,3.0
30.0,10.0,20.0,39.0,17.0,3.0
45.0,11.0,15.0,57.0,14.0,2.0
29.0,9.0,13.0,48.0,12.0,3.0
59.0,18.0,23.0,87.0,18.0,2.0
79.0,25.0,30.0,91.0,19.0,2.0
68.0,33.0,30.0,153.0,21.0,1.0
59.0,23.0,26.0,96.0,20.0,2.0
65.0,19.0,18.0,90.0,16.0,2.0
27.0,10.0,19.0,35.0,12.0,3.0
70.0,29.0,22.0,68.0,15.0,2.0
53.0,23.0,16.0,31.0,11.0,2.0
60.0,28.0,9.0,46.0,10.0,2.0
85.0,33.0,54.0,90.0,21.0,2.0
58.0,15.0,19.0,75.0,17.0,2.0
59.0,14.0,36.0,29.0,25.0,2.0
49.0,18.0,17.0,38.0,14.0,3.0
64.0,21.0,25.0,74.0,17.0,2.0
76.0,24.0,44.0,69.0,23.0,2.0
69.0,31.0,29.0,48.0,13.0,2.0
63.0,28.0,21.0,54.0,10.0,2.0
63.0,34.0,20.0,114.0,13.0,1.0
79.0,39.0,19.0,137.0,16.0,1.0
86.0,40.0,18.0,90.0,16.0,2.0
76.0,52.0,31.0,52.0,25.0,2.0
53.0,23.0,15.0,62.0,9.0,2.0
64.0,34.0,21.0,52.0,11.0,2.0
62.0,40.0,31.0,44.0,14.0,2.0
18.0,3.0,19.0,49.0,5.0,3.0
36.0,4.0,30.0,43.0,5.0,3.0
41.0,4.0,7.0,41.0,11.0,3.0
29.0,3.0,14.0,23.0,4.0,3.0
33.0,4.0,18.0,28.0,8.0,3.0
25.0,3.0,13.0,26.0,4.0,3.0
35.0,5.0,10.0,101.0,5.0,1.0
52.0,5.0,62.0,74.0,11.0,2.0
13.0,4.0,41.0,62.0,7.0,2.0
21.0,4.0,28.0,113.0,8.0,1.0
21.0,3.0,34.0,74.0,8.0,2.0
15.0,3.0,22.0,28.0,4.0,3.0
26.0,3.0,32.0,65.0,8.0,2.0
28.0,4.0,45.0,55.0,12.0,2.0
29.0,6.0,35.0,56.0,10.0,2.0
51.0,4.0,50.0,98.0,9.0,2.0
43.0,4.0,44.0,124.0,12.0,1.0
40.0,4.0,54.0,40.0,7.0,2.0
30.0,5.0,35.0,37.0,5.0,3.0
36.0,6.0,45.0,61.0,10.0,2.0
64.0,6.0,77.0,89.0,14.0,2.0
63.0,5.0,81.0,82.0,11.0,2.0
50.0,5.0,66.0,80.0,10.0,2.0
51.0,5.0,40.0,70.0,8.0,2.0
61.0,5.0,45.0,51.0,21.0,2.0
56.0,6.0,31.0,75.0,11.0,2.0
44.0,4.0,52.0,58.0,8.0,2.0
35.0,7.0,29.0,61.0,13.0,2.0
59.0,6.0,81.0,65.0,14.0,2.0
35.0,5.0,35.0,62.0,6.0,2.0
43.0,1.0,14.0,81.0,7.0,2.0
67.0,2.0,42.0,69.0,14.0,2.0
64.0,2.0,20.0,60.0,11.0,2.0
56.0,1.0,20.0,45.0,8.0,2.0
62.0,2.0,24.0,95.0,16.0,2.0
53.0,1.0,13.0,48.0,5.0,2.0
76.0,3.0,30.0,149.0,15.0,1.0
111.0,2.0,46.0,129.0,15.0,1.0
63.0,1.0,29.0,82.0,11.0,2.0
59.0,2.0,27.0,106.0,15.0,1.0
59.0,2.0,19.0,116.0,12.0,1.0
37.0,1.0,18.0,55.0,10.0,2.0
61.0,1.0,17.0,72.0,13.0,2.0
52.0,2.0,20.0,46.0,12.0,2.0
67.0,2.0,18.0,74.0,11.0,2.0
83.0,2.0,44.0,100.0,11.0,2.0
77.0,1.0,28.0,100.0,13.0,2.0
78.0,1.0,46.0,65.0,12.0,2.0
64.0,3.0,29.0,60.0,8.0,2.0
67.0,2.0,21.0,73.0,14.0,2.0
99.0,2.0,62.0,90.0,13.0,2.0
92.0,2.0,40.0,82.0,10.0,2.0
74.0,1.0,21.0,97.0,7.0,2.0
106.0,2.0,22.0,78.0,10.0,1.0
87.0,3.0,18.0,140.0,15.0,1.0
93.0,3.0,19.0,101.0,26.0,1.0
71.0,2.0,20.0,89.0,14.0,2.0
59.0,3.0,15.0,56.0,12.0,2.0
85.0,3.0,44.0,79.0,12.0,2.0
73.0,2.0,35.0,69.0,13.0,2.0
41.0,4.0,7.0,46.0,4.0,3.0
52.0,7.0,16.0,48.0,8.0,2.0
53.0,6.0,12.0,34.0,9.0,2.0
34.0,5.0,11.0,37.0,7.0,3.0
54.0,5.0,15.0,50.0,9.0,2.0
56.0,7.0,29.0,71.0,11.0,2.0
53.0,8.0,13.0,69.0,10.0,2.0
85.0,4.0,40.0,151.0,13.0,1.0
84.0,5.0,38.0,93.0,14.0,2.0
69.0,4.0,33.0,36.0,11.0,2.0
59.0,8.0,18.0,46.0,7.0,2.0
68.0,6.0,26.0,59.0,14.0,2.0
97.0,6.0,44.0,61.0,15.0,2.0
64.0,16.0,40.0,57.0,14.435501424202977,3.0
83.0,7.0,21.0,81.0,13.0,2.0
85.0,7.0,20.0,86.0,12.0,2.0
74.0,4.0,53.0,45.0,16.0,2.0
54.0,5.0,12.0,68.0,12.0,2.0
87.0,7.0,50.0,63.0,13.0,2.0
73.0,5.0,32.0,47.0,13.0,2.0
55.0,7.0,31.0,35.0,20.0,2.0
67.0,8.0,43.0,58.0,21.0,2.0
55.0,5.0,43.0,41.0,23.0,2.0
57.0,7.0,51.0,23.0,22.0,2.0
52.0,6.0,49.0,21.0,22.0,2.0
58.0,8.0,46.0,37.0,15.0,2.0
61.0,7.0,33.0,40.0,12.0,2.0
74.0,13.0,38.0,67.0,17.0,2.0
70.0,7.0,36.0,91.0,18.0,2.0
57.0,7.0,37.0,67.0,20.0,2.0
80.0,10.0,39.0,75.0,26.0,2.0
60.0,6.0,45.0,58.0,21.0,2.0
60.0,5.0,36.0,76.0,19.0,2.0
35.0,4.0,32.0,47.0,20.0,3.0
65.0,8.0,46.0,59.0,19.0,2.0
75.0,8.0,43.0,51.0,23.0,2.0
68.0,6.0,43.0,88.0,25.0,2.0
75.0,7.0,45.0,59.0,20.0,2.0
64.0,12.0,41.0,66.0,21.0,2.0
72.0,9.0,30.0,76.0,16.0,2.0
69.0,6.0,56.0,68.0,22.0,2.0
56.0,4.0,40.0,52.0,19.0,2.0
71.0,9.0,54.0,36.0,21.0,2.0
58.0,8.0,31.0,57.0,17.0,2.0
63.0,8.0,44.0,44.0,13.0,2.0
52.0,7.0,23.0,38.0,8.0,2.0
58.0,7.0,24.0,68.0,15.0,2.0
67.0,5.0,58.0,65.0,24.0,2.0
70.0,9.0,35.0,77.0,19.0,2.0
62.0,8.0,35.0,56.0,20.0,2.0
61.0,7.0,32.0,72.0,21.0,2.0
51.0,30.0,13.0,45.0,13.0,2.0
59.0,28.0,23.0,50.0,8.0,2.0
40.0,16.0,20.0,39.0,19.0,3.0
58.0,29.0,35.0,24.0,21.0,2.0
54.0,40.0,29.0,16.0,20.0,2.0
57.0,22.0,35.0,43.0,13.0,2.0
62.0,19.0,31.0,53.0,15.0,2.0
88.0,36.0,31.0,60.0,15.0,2.0
66.0,20.0,23.0,121.0,13.0,1.0
47.0,14.0,22.0,82.0,15.0,2.0
67.0,19.0,30.0,80.0,19.0,2.0
56.0,28.0,35.0,65.0,20.0,2.0
55.0,27.0,29.0,76.0,12.0,2.0
30.0,13.0,16.0,74.0,15.0,2.0
58.0,27.0,31.0,57.0,19.0,2.0
77.0,31.0,34.0,45.0,17.0,2.0
63.0,20.0,27.0,113.0,15.0,1.0
59.0,19.0,30.0,74.0,17.0,2.0
60.0,23.0,21.0,70.0,17.0,2.0
60.0,19.0,23.0,113.0,17.0,1.0
68.0,25.0,22.0,105.0,17.0,1.0
42.0,21.0,20.0,42.0,13.0,3.0
69.0,23.0,39.0,33.0,14.0,2.0
64.0,30.0,17.0,46.0,15.0,2.0
59.0,24.0,16.0,37.0,12.0,2.0
44.0,19.0,11.0,33.0,8.0,3.0
61.0,27.0,18.0,51.0,12.0,2.0
61.0,23.0,36.0,50.0,14.0,2.0
57.0,23.0,15.0,57.0,14.0,2.0
65.0,37.0,21.0,55.0,19.0,2.0
52.0,18.0,14.0,75.0,13.0,2.0
39.0,5.0,30.0,51.0,7.0,2.0
59.0,6.0,40.0,79.0,9.0,2.0
24.0,5.0,31.0,134.0,14.0,1.0
27.0,5.0,39.0,36.0,23.0,3.0
29.0,5.0,41.0,45.0,13.0,3.0
34.0,6.0,35.0,56.0,9.0,2.0
30.0,6.0,58.0,62.0,11.0,2.0
42.0,6.0,98.0,98.0,14.0,2.0
30.0,5.0,27.0,107.0,8.0,1.0
22.0,4.0,26.0,81.0,6.0,2.0
34.0,6.0,32.0,118.0,9.0,1.0
25.0,4.0,32.0,64.0,8.0,2.0
24.0,5.0,39.0,43.0,7.0,3.0
15.0,4.0,19.0,41.0,6.0,3.0
22.0,5.0,48.0,71.0,8.0,2.0
32.0,5.0,36.0,63.0,12.0,2.0
24.0,5.0,50.0,64.0,7.0,2.0
25.0,6.0,35.0,70.0,10.0,2.0
35.0,7.0,29.0,76.0,8.0,2.0
31.0,7.0,39.0,56.0,11.0,2.0
27.0,5.0,54.0,56.0,8.0,2.0
37.0,5.0,37.0,69.0,9.0,2.0
17.0,6.0,81.0,41.0,15.0,2.0
23.0,7.0,46.0,46.0,11.0,3.0
33.0,6.0,34.0,39.0,5.0,3.0
39.0,8.0,25.0,51.0,6.0,2.0
40.0,11.0,30.0,68.0,8.0,2.0
49.0,5.0,56.0,55.0,13.0,2.0
34.0,7.0,32.0,94.0,13.0,2.0
43.0,6.0,24.0,85.0,11.0,2.0
32.0,5.0,24.0,74.0,5.0,2.0
63.0,2.0,17.0,71.0,10.0,2.0
82.0,3.0,27.0,76.0,11.0,2.0
57.0,2.0,17.0,71.0,18.0,2.0
53.0,2.0,20.0,43.0,15.0,2.0
54.0,2.0,28.0,64.0,12.0,2.0
51.0,2.0,31.0,46.0,9.0,2.0
83.0,2.0,53.0,65.0,12.0,2.0
100.0,4.0,37.0,109.0,12.0,1.0
72.0,2.0,18.0,89.0,11.0,2.0
52.0,1.0,18.0,104.0,15.0,1.0
73.0,2.0,45.0,113.0,11.0,1.0
53.0,2.0,28.0,88.0,13.0,2.0
57.0,1.0,29.0,83.0,11.0,2.0
34.0,1.0,12.0,74.0,8.0,2.0
61.0,2.0,23.0,76.0,13.0,2.0
63.0,2.0,23.0,66.0,12.0,2.0
70.0,2.0,27.0,117.0,11.0,1.0
64.0,2.0,20.0,84.0,10.0,2.0
64.0,4.0,18.0,64.0,16.0,2.0
76.0,4.0,21.0,76.0,11.0,2.0
76.0,2.0,28.0,57.0,16.0,2.0
54.0,1.0,17.0,75.0,9.0,2.0
69.0,2.0,35.0,48.0,13.0,2.0
60.0,3.0,16.0,64.0,10.0,2.0
65.0,3.0,25.0,56.0,11.0,2.0
57.0,4.0,11.0,46.0,7.0,2.0
72.0,4.0,16.0,91.0,10.0,2.0
78.0,3.0,41.0,78.0,14.0,2.0
80.0,4.0,24.0,115.0,12.0,1.0
60.0,3.0,16.0,80.0,15.0,2.0
75.0,4.0,18.0,88.0,8.0,2.0
55.0,4.0,15.0,40.0,14.0,2.0
65.0,5.0,22.0,79.0,10.0,2.0
52.0,4.0,19.0,63.0,16.0,2.0
58.0,6.0,26.0,27.0,19.0,2.0
60.0,5.0,29.0,37.0,16.0,2.0
52.0,6.0,25.0,47.0,12.0,2.0
78.0,5.0,31.0,65.0,16.0,2.0
104.0,7.0,63.0,87.0,14.0,1.0
71.0,5.0,18.0,58.0,10.0,2.0
51.0,5.0,17.0,75.0,13.0,2.0
73.0,6.0,32.0,47.0,12.0,2.0
74.0,5.0,34.0,75.0,10.0,2.0
67.0,6.0,36.0,78.0,17.0,2.0
60.0,7.0,18.0,99.0,14.0,2.0
70.0,4.0,26.0,129.0,13.0,1.0
77.0,7.0,32.0,98.0,14.0,2.0
62.0,6.0,32.0,112.0,15.0,1.0
81.0,7.0,46.0,93.0,23.0,2.0
63.0,9.0,13.0,49.0,14.0,2.0
62.0,8.0,14.0,29.0,9.0,2.0
44.0,8.0,6.0,47.0,9.0,3.0
60.0,8.0,11.0,69.0,13.0,2.0
69.0,7.0,22.0,47.0,15.0,2.0
62.0,9.0,11.0,99.0,11.0,2.0
68.0,7.0,10.0,61.0,16.0,2.0
57.0,15.0,12.0,35.0,9.75042275741698,2.0
70.0,10.0,32.0,74.0,17.0,2.0
56.0,6.0,31.0,42.0,15.0,2.0
57.0,8.0,30.0,49.0,16.0,2.0
61.0,7.0,19.0,51.0,11.0,2.0
65.0,6.0,33.0,50.0,27.0,2.0
78.0,7.0,32.0,89.0,19.0,2.0
55.0,4.0,19.0,78.0,17.0,2.0
67.0,6.0,58.0,88.0,12.0,2.0
53.0,4.0,21.0,74.0,12.0,2.0
56.0,4.0,19.0,79.0,11.0,2.0
53.0,5.0,23.0,74.0,13.0,2.0
51.0,5.0,23.0,86.0,14.0,2.0
57.0,8.0,21.0,74.0,18.0,2.0
56.0,8.0,22.0,62.0,13.0,2.0
58.0,9.0,25.0,39.0,14.0,2.0
57.0,9.0,23.0,68.0,10.0,2.0
55.0,6.0,18.0,65.0,10.0,2.0
50.0,4.0,25.0,77.0,12.0,2.0
54.0,7.0,26.0,66.0,14.0,2.0
58.0,9.0,27.0,66.0,19.0,2.0
67.0,9.0,30.0,72.0,19.0,2.0
69.0,8.0,27.0,63.0,14.0,2.0
75.0,10.0,30.0,58.0,22.0,2.0
69.0,9.0,26.0,58.0,19.0,2.0
64.0,9.0,15.0,57.0,10.0,2.0
62.0,9.0,25.0,48.0,12.0,2.0
61.0,9.0,27.0,58.0,14.0,2.0
68.0,8.0,28.0,72.0,23.0,2.0
63.0,9.0,27.0,49.0,12.0,2.0
69.0,9.0,30.0,53.0,16.0,2.0
58.0,6.0,28.0,49.0,15.0,2.0
62.0,22.0,19.0,92.0,16.0,2.0
45.0,25.0,13.0,50.0,11.0,3.0
62.0,23.0,23.0,61.0,14.0,2.0
62.0,23.0,14.0,49.0,11.0,2.0
61.0,19.0,21.0,83.0,13.0,2.0
69.0,19.0,20.0,69.0,11.0,2.0
105.0,15.0,12.0,84.0,8.0,2.0
54.0,18.0,38.0,88.0,13.0,2.0
39.0,37.0,15.0,72.0,14.0,2.0
43.0,22.0,13.0,99.0,9.0,2.0
53.0,24.0,27.0,63.0,12.0,2.0
39.0,16.0,11.0,60.0,8.0,2.0
52.0,22.0,14.0,78.0,15.0,2.0
57.0,38.0,13.0,60.0,17.0,2.0
59.0,32.0,16.0,46.0,15.0,2.0
50.0,28.0,11.0,48.0,8.0,3.0
52.0,28.0,11.0,39.0,9.0,2.0
38.0,16.0,17.0,61.0,13.0,2.0
51.0,29.0,18.0,63.0,16.0,2.0
56.0,24.0,14.0,68.0,11.0,2.0
65.0,31.0,20.0,70.0,20.0,2.0
67.0,26.0,15.0,85.0,14.0,2.0
62.0,21.0,17.0,68.0,17.0,2.0
66.0,26.0,19.0,53.0,14.0,2.0
65.0,42.0,14.0,52.0,13.0,2.0
67.0,40.0,16.0,49.0,14.0,2.0
68.0,32.0,16.0,61.0,14.0,2.0
61.0,26.0,15.0,68.0,11.0,2.0
61.0,30.0,13.0,47.0,13.0,2.0
62.0,21.0,13.0,59.0,14.0,2.0
47.0,19.0,16.0,50.0,14.0,3.0
42.0,10.0,27.0,104.0,9.0,1.0
25.0,9.0,37.0,75.0,12.0,2.0
38.0,6.0,33.0,64.0,9.0,2.0
26.0,6.0,38.0,75.0,12.0,2.0
32.0,5.0,25.0,56.0,6.0,2.0
34.0,6.0,59.0,72.0,7.0,2.0
26.0,5.0,22.0,83.0,8.0,2.0
17.0,5.0,47.0,75.0,7.0,2.0
20.0,5.0,28.0,60.0,8.0,2.0
26.0,5.0,36.0,73.0,11.0,2.0
22.0,7.0,32.0,79.0,6.0,2.0
20.0,5.0,17.0,110.0,15.0,1.0
22.0,5.0,39.0,119.0,10.0,1.0
28.0,7.0,19.0,115.0,7.0,1.0
21.0,6.0,25.0,59.0,9.0,2.0
22.0,7.0,27.0,65.0,7.0,2.0
25.0,6.0,34.0,66.0,6.0,2.0
15.0,6.0,18.0,66.0,5.0,2.0
17.0,5.0,32.0,62.0,7.0,2.0
23.0,7.0,23.0,110.0,8.0,1.0
17.0,8.0,24.0,107.0,8.0,1.0
30.0,7.0,29.0,76.0,7.0,2.0
34.0,8.0,39.0,87.0,10.0,2.0
35.0,7.0,40.0,76.0,9.0,2.0
25.0,8.0,26.0,64.0,9.0,2.0
25.0,7.0,22.0,63.0,8.0,2.0
22.0,8.0,23.0,81.0,8.0,2.0
20.0,7.0,28.0,101.0,7.0,1.0
22.0,8.0,22.0,71.0,9.0,2.0
19.0,7.0,34.0,67.0,9.0,2.0
14.0,6.0,27.0,81.0,9.0,2.0
66.0,5.0,13.0,86.0,20.0,2.0
63.0,6.0,14.0,65.0,13.0,2.0
67.0,3.0,18.0,67.0,11.0,2.0
73.0,3.0,16.0,70.0,11.0,2.0
69.0,2.0,19.0,63.0,10.0,2.0
95.0,3.0,32.0,88.0,14.0,2.0
55.0,1.0,11.0,85.0,7.0,2.0
64.0,2.0,39.0,94.0,10.0,2.0
51.0,1.0,14.0,87.0,9.0,2.0
66.0,4.0,27.0,117.0,9.0,1.0
59.0,4.0,23.0,92.0,15.0,2.0
57.0,4.0,9.0,86.0,9.0,2.0
65.0,3.0,19.0,85.0,9.0,2.0
64.0,3.0,9.0,62.0,10.0,2.0
72.0,3.0,17.0,52.0,11.0,2.0
67.0,3.0,13.0,63.0,7.0,2.0
68.0,2.0,18.0,59.0,7.0,2.0
54.0,2.0,14.0,79.0,10.0,2.0
60.0,5.0,20.0,71.0,13.0,2.0
61.0,4.0,14.0,95.0,10.0,2.0
83.0,4.0,20.0,73.0,13.0,2.0
79.0,3.0,15.0,77.0,9.0,2.0
87.0,4.0,23.0,67.0,13.0,2.0
75.0,3.0,20.0,65.0,11.0,2.0
73.0,4.0,15.0,68.0,10.0,2.0
78.0,5.0,16.0,59.0,13.0,2.0
72.0,4.0,12.0,64.0,10.0,2.0
74.0,3.0,14.0,124.0,8.0,1.0
74.0,3.0,12.0,58.0,8.0,2.0
91.0,3.0,18.0,56.0,9.0,2.0
68.0,2.0,17.0,69.0,11.0,2.0
68.0,18.0,19.0,66.0,14.106281440712312,2.0
60.0,8.0,10.0,52.0,15.0,2.0
68.0,7.0,10.0,72.0,10.0,2.0
62.0,8.0,7.0,63.0,9.0,2.0
66.0,6.0,8.0,87.0,9.0,2.0
86.0,7.0,12.0,122.0,13.0,1.0
61.0,5.0,7.0,86.0,7.0,2.0
55.0,5.0,13.0,55.0,8.0,2.0
36.0,5.0,10.0,52.0,12.0,2.0
52.0,5.0,7.0,69.0,10.0,2.0
54.0,6.0,9.0,92.0,8.0,2.0
50.0,6.0,5.0,107.0,7.0,1.0
56.0,7.0,6.0,115.0,7.0,1.0
56.0,7.0,5.0,78.0,10.0,2.0
57.0,7.0,5.0,54.0,8.0,2.0
38.0,6.0,5.0,123.0,6.0,3.0
52.0,6.0,8.0,80.0,8.0,2.0
51.0,7.0,5.0,22.0,10.0,2.0
65.0,8.0,7.0,72.0,11.0,2.0
66.0,8.0,8.0,78.0,12.0,2.0
82.0,10.0,8.0,113.0,15.0,1.0
74.0,8.0,8.0,88.0,13.0,2.0
63.0,9.0,5.0,75.0,10.0,2.0
61.0,8.0,5.0,71.0,10.0,2.0
66.0,8.0,6.0,85.0,10.0,2.0
72.0,8.0,8.0,118.0,13.0,1.0
64.0,9.0,5.0,66.0,10.0,2.0
88.0,6.0,13.0,69.0,17.0,2.0
53.0,6.0,6.0,66.0,9.0,2.0
